vehicle_id,task_id,execution_location,size,distance,transfer_rate,execution_cycles,start_time,end_time,release_time,response_time,transmission_time,execution_time,execution_energy,transfer_energy,total_energy
4,64,1,4000000,197.91751109995295,876130.59519675,3000000000,32867,33467,6301,27166,4566,600,0,1.3696588232151847,1.3696588232151847
4,80,1,3000000,190.9438980433781,1010363.4591631818,5000000000,33467,34467,7901,26566,2969,1000,0,0.8907685564414723,0.8907685564414723
4,81,1,3000000,190.55248620786875,1018632.059645157,2000000000,34467,34867,8001,26866,2945,400,0,0.8835378697127569,0.8835378697127569
4,41,1,5000000,209.1359894900923,703576.0007904401,2000000000,34867,35267,4001,31266,7107,400,0,2.131965840669393,2.131965840669393
4,46,1,5000000,206.85601393239693,734951.8790363265,9000000000,35267,37067,4501,32566,6803,1800,0,2.0409499489501397,2.0409499489501397
4,98,1,2000000,184.6088107323158,1155191.549691668,8000000000,37067,38667,9701,28966,1731,1600,0,0.5193943810964908,0.5193943810964908
4,102,1,2000000,183.4354559511328,1184789.5841142277,5000000000,38667,39667,10101,29566,1688,1000,0,0.5064190368018571,0.5064190368018571
4,24,1,6000000,215.24788547161157,627336.2756251717,6000000000,39667,40867,2301,38566,9564,1200,0,2.869274534150302,2.869274534150302
4,12,0,5000000,,0,9000000000,33101,42101,1101,41000,0,9000,0.8999999999999999,0,0.8999999999999999
4,1,1,7000000,218.64258917237515,589428.5986418482,9000000000,40867,42667,1,42666,11876,1800,0,3.5627724966837135,3.5627724966837135
4,104,1,2000000,182.88327561589657,1199044.6741485212,10000000000,42667,44667,10301,34366,1668,2000,0,0.5003983695820831,0.5003983695820831
4,15,0,7000000,,0,4000000000,42101,46101,1401,44700,0,4000,0.39999999999999997,0,0.39999999999999997
4,108,1,2000000,181.8459614618923,1226405.5141856892,8000000000,44667,46267,10701,35566,1631,1600,0,0.4892345908917321,0.4892345908917321
4,74,1,5000000,193.41459743256192,960053.7923429068,10000000000,46267,48267,7301,40966,5208,2000,0,1.562412452264173,1.562412452264173
4,92,1,4000000,186.53937761234224,1108466.6511617792,6000000000,48267,49467,9101,40366,3609,1200,0,1.0825765472892532,1.0825765472892532
4,83,1,5000000,189.77907629662448,1035219.5219642273,2000000000,49467,49867,8201,41666,4830,400,0,1.4489680383479413,1.4489680383479413
4,16,0,3000000,,0,4000000000,46101,50101,1501,48600,0,4000,0.39999999999999997,0,0.39999999999999997
4,86,1,5000000,188.64998409753449,1060043.6928613747,6000000000,49867,51067,8501,42566,4717,1200,0,1.4150360122902592,1.4150360122902592
4,100,1,4000000,184.0125658752684,1170115.4952656687,10000000000,51067,53067,9901,43166,3418,2000,0,1.0255397906063506,1.0255397906063506
